Credibility_Label,Party_Affiliation,Past_Credibility_Score,Job_Title,Subject,Context,Sentiment,Subjectivity
mostly-true,Other,1.5,Others,Other,Print and Online Publications,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.11538461538461539,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,0.06666666666666667,Business & Industry Leaders,Other,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.045454545454545456,Government Officials,Politics and Government,Print and Online Publications,NEGATIVE,OBJECTIVE
half-true,Democrat,1.0,Education & Non-Profit,Environment and Energy,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
mostly-true,Other,2.0,Media Professionals,Other,Other,NEGATIVE,SUBJECTIVE
false,Republican,0.1267123287671233,Government Officials,Environment and Energy,Other,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Others,Healthcare,Social Media and Online Platforms,NEGATIVE,SUBJECTIVE
half-true,Republican,0.11363636363636363,Government Officials,Other,Public Speaking,NEGATIVE,SUBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,-0.5,Government Officials,Social Issues,Other,POSITIVE,OBJECTIVE
barely-true,Republican,-0.18181818181818182,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.6,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.07692307692307693,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.8333333333333334,Government Officials,Healthcare,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,1.0,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,SUBJECTIVE
true,Republican,0.6228070175438597,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Other,-0.32142857142857145,Media Professionals,Other,Broadcast Media,POSITIVE,OBJECTIVE
true,Other,1.5,Others,Other,Other,NEGATIVE,OBJECTIVE
half-true,Other,-1.0638297872340425,Media Professionals,Politics and Government,Other,POSITIVE,OBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.328125,Others,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Other,1.6,Others,Law and Ethics,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-1.3333333333333333,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,2.0,Government Officials,Law and Ethics,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,-0.07692307692307693,Government Officials,Social Issues,Other,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7916666666666666,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,0.5,Others,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.125,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Democrat,-0.6153846153846154,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.1267123287671233,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,-0.07692307692307693,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,SUBJECTIVE
half-true,Democrat,0.7,Government Officials,Environment and Energy,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Republican,-0.7806748466257669,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,0.13636363636363635,Government Officials,Social Issues,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Democrat,0.05,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,0.43023255813953487,Government Officials,Foreign Policy and Security,Broadcast Media,POSITIVE,SUBJECTIVE
barely-true,Republican,1.25,Business & Industry Leaders,Social Issues,Other,NEGATIVE,OBJECTIVE
false,Republican,-2.0,Business & Industry Leaders,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,-1.25,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Independent,0.956989247311828,Government Officials,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
half-true,Democrat,-0.25,Others,Other,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Democrat,-0.3125,Education & Non-Profit,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Other,0.5,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,0.046875,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Other,2.0,Others,Environment and Energy,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.5925925925925926,Government Officials,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
false,Republican,0.1267123287671233,Government Officials,Foreign Policy and Security,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
false,Other,-2.0,Media Professionals,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Republican,-0.7806748466257669,Government Officials,Other,Other,POSITIVE,OBJECTIVE
mostly-true,Republican,0.53125,Government Officials,Other,Other,NEGATIVE,SUBJECTIVE
false,Democrat,-0.75,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
true,Republican,-0.3,Others,Healthcare,Print and Online Publications,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.1267123287671233,Government Officials,Politics and Government,Personal and Campaign Communications,POSITIVE,OBJECTIVE
mostly-true,Other,0.0,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,0.53125,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Other,-0.75,Government Officials,Economy and Finance,Print and Online Publications,NEGATIVE,OBJECTIVE
half-true,Other,0.4,Media Professionals,Economy and Finance,Other,NEGATIVE,OBJECTIVE
true,Republican,-0.07692307692307693,Government Officials,Healthcare,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
pants-fire,Republican,-1.1666666666666667,Media Professionals,Healthcare,Print and Online Publications,NEGATIVE,OBJECTIVE
false,Democrat,-2.0,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.19444444444444445,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.25,Others,Politics and Government,Other,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.5,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,-0.36,Government Officials,Social Issues,Public Speaking,POSITIVE,OBJECTIVE
true,Democrat,-2.0,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.34523809523809523,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
mostly-true,Republican,-0.19444444444444445,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
mostly-true,Republican,1.5,Others,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,-0.9565217391304348,Government Officials,Economy and Finance,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
pants-fire,Democrat,-3.0,Legal & Advocacy,Other,Other,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.20833333333333334,Media Professionals,Economy and Finance,Other,POSITIVE,OBJECTIVE
mostly-true,Democrat,1.1666666666666667,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,-0.7806748466257669,Government Officials,Healthcare,Public Speaking,NEGATIVE,SUBJECTIVE
mostly-true,Democrat,1.6,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-2.0,Others,Politics and Government,Other,POSITIVE,OBJECTIVE
half-true,Republican,0.6228070175438597,Government Officials,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-0.5,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
true,Republican,1.3125,Government Officials,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
false,Republican,-0.3888888888888889,Others,Other,Other,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
true,Republican,2.0,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.9565217391304348,Government Officials,Environment and Energy,Print and Online Publications,NEGATIVE,SUBJECTIVE
mostly-true,Media,2.0,Others,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,0.75,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.5,Others,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Other,-1.0638297872340425,Media Professionals,Economy and Finance,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
barely-true,Republican,0.5,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-1.1666666666666667,Media Professionals,Other,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Healthcare,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
half-true,Democrat,0.4274193548387097,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.75,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Democrat,-0.3,Government Officials,Politics and Government,Personal and Campaign Communications,POSITIVE,OBJECTIVE
barely-true,Other,0.5,Others,Other,Other,NEGATIVE,SUBJECTIVE
mostly-true,Republican,2.0,Others,Healthcare,Print and Online Publications,NEGATIVE,OBJECTIVE
false,Media,0.06818181818181818,Media Professionals,Healthcare,Other,NEGATIVE,OBJECTIVE
false,Republican,0.11363636363636363,Government Officials,Other,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Other,0.0,Media Professionals,Law and Ethics,Other,NEGATIVE,OBJECTIVE
pants-fire,Republican,-1.3,Others,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,-0.7806748466257669,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,0.3125,Others,Healthcare,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Republican,0.11363636363636363,Government Officials,Economy and Finance,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
false,Democrat,-0.5,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7142857142857143,Government Officials,Social Issues,Other,POSITIVE,OBJECTIVE
half-true,Republican,0.06666666666666667,Business & Industry Leaders,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,1.0,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
barely-true,Republican,0.1,Others,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.8846153846153846,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.53125,Government Officials,Politics and Government,Social Media and Online Platforms,POSITIVE,OBJECTIVE
true,Democrat,0.5,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
pants-fire,Republican,0.20588235294117646,Government Officials,Social Issues,Print and Online Publications,POSITIVE,OBJECTIVE
mostly-true,Republican,-0.5555555555555556,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.13636363636363635,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,2.0,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Government Officials,Other,Print and Online Publications,POSITIVE,OBJECTIVE
half-true,Other,1.0,Government Officials,Social Issues,Personal and Campaign Communications,POSITIVE,OBJECTIVE
pants-fire,Republican,0.1111111111111111,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-0.03571428571428571,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,SUBJECTIVE
mostly-true,Independent,-0.5,Others,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Democrat,-1.1666666666666667,Education & Non-Profit,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,1.125,Others,Healthcare,Other,NEGATIVE,OBJECTIVE
false,Republican,-0.07692307692307693,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
false,Democrat,-2.25,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Other,0.5,Legal & Advocacy,Other,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,-0.25,Others,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.14814814814814814,Government Officials,Environment and Energy,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,-0.20833333333333334,Media Professionals,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,-0.5,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Democrat,1.0925925925925926,Government Officials,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Republican,1.0,Education & Non-Profit,Law and Ethics,Other,NEGATIVE,OBJECTIVE
false,Independent,0.16666666666666666,Legal & Advocacy,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
false,Democrat,0.7330316742081447,Government Officials,Politics and Government,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,0.0,Government Officials,Economy and Finance,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Democrat,1.05,Government Officials,Healthcare,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,-0.25,Others,Other,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,0.53125,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.5,Others,Other,Broadcast Media,NEGATIVE,SUBJECTIVE
false,Republican,-0.5555555555555556,Government Officials,Healthcare,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
pants-fire,Republican,-3.0,Others,Other,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
barely-true,Republican,0.43023255813953487,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,1.5,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
false,Republican,-0.5,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
pants-fire,Democrat,0.7441860465116279,Government Officials,Social Issues,Personal and Campaign Communications,POSITIVE,OBJECTIVE
pants-fire,Republican,-3.0,Business & Industry Leaders,Law and Ethics,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.4274193548387097,Government Officials,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
false,Other,-0.5,Business & Industry Leaders,Other,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.5,Government Officials,Other,Public Speaking,NEGATIVE,SUBJECTIVE
true,Republican,-0.75,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,1.0,Government Officials,Law and Ethics,Broadcast Media,POSITIVE,OBJECTIVE
true,Other,1.0,Others,Foreign Policy and Security,Other,NEGATIVE,SUBJECTIVE
false,Democrat,1.048780487804878,Government Officials,Economy and Finance,Other,NEGATIVE,SUBJECTIVE
true,Republican,0.53125,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
true,Republican,0.1267123287671233,Government Officials,Other,Other,POSITIVE,OBJECTIVE
half-true,Other,-1.3333333333333333,Business & Industry Leaders,Environment and Energy,Print and Online Publications,NEGATIVE,OBJECTIVE
half-true,Independent,0.956989247311828,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.5,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,SUBJECTIVE
mostly-true,Republican,-0.7806748466257669,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Other,-1.0405405405405406,Media Professionals,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Democrat,-0.4090909090909091,Others,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.11363636363636363,Government Officials,Social Issues,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Republican,-0.47115384615384615,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,0.75,Government Officials,Healthcare,Other,NEGATIVE,SUBJECTIVE
true,Republican,0.1267123287671233,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Democrat,-0.041666666666666664,Others,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-0.1,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,0.7441860465116279,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.7806748466257669,Government Officials,Economy and Finance,Social Media and Online Platforms,POSITIVE,OBJECTIVE
false,Republican,-0.5,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,0.43023255813953487,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,0.11363636363636363,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
mostly-true,Other,2.0,Media Professionals,Healthcare,Other,NEGATIVE,OBJECTIVE
true,Republican,0.14814814814814814,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.9565217391304348,Government Officials,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.19444444444444445,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.3333333333333333,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
true,Republican,-0.20833333333333334,Media Professionals,Other,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
false,Republican,-0.2777777777777778,Others,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
pants-fire,Other,-1.0638297872340425,Media Professionals,Economy and Finance,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Republican,0.11363636363636363,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,0.5,Others,Social Issues,Other,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Other,2.0,Others,Law and Ethics,Print and Online Publications,NEGATIVE,SUBJECTIVE
false,Republican,-2.0,Others,Healthcare,Personal and Campaign Communications,NEGATIVE,SUBJECTIVE
half-true,Other,1.0,Others,Healthcare,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,0.5,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
half-true,Republican,0.90625,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7330316742081447,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,SUBJECTIVE
true,Democrat,0.34523809523809523,Government Officials,Environment and Energy,Other,NEGATIVE,SUBJECTIVE
barely-true,Democrat,-0.4090909090909091,Others,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.6818181818181818,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Independent,0.956989247311828,Government Officials,Politics and Government,Public Speaking,NEGATIVE,SUBJECTIVE
true,Republican,-0.19444444444444445,Government Officials,Other,Other,POSITIVE,OBJECTIVE
half-true,Republican,0.20588235294117646,Government Officials,Social Issues,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
false,Republican,0.17142857142857143,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-0.07692307692307693,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Politics and Government,Public Speaking,POSITIVE,SUBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,SUBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Other,Personal and Campaign Communications,POSITIVE,OBJECTIVE
mostly-true,Democrat,2.0,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Law and Ethics,Broadcast Media,NEGATIVE,SUBJECTIVE
pants-fire,Democrat,0.71875,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.8333333333333334,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,SUBJECTIVE
mostly-true,Republican,0.375,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,SUBJECTIVE
barely-true,Republican,1.25,Others,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,1.0,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,1.1666666666666667,Others,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
true,Republican,-0.7806748466257669,Government Officials,Other,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Other,-0.1388888888888889,Education & Non-Profit,Other,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.5416666666666666,Government Officials,Other,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
false,Democrat,0.5625,Government Officials,Politics and Government,Print and Online Publications,NEGATIVE,OBJECTIVE
false,Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,-0.25,Others,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
true,Democrat,0.8181818181818182,Government Officials,Environment and Energy,Other,POSITIVE,OBJECTIVE
half-true,Other,-0.5,Business & Industry Leaders,Other,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,2.0,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,0.4076923076923077,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.3888888888888889,Others,Other,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Republican,1.5,Government Officials,Healthcare,Print and Online Publications,NEGATIVE,OBJECTIVE
true,Democrat,1.6428571428571428,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.9722222222222222,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
half-true,Republican,1.0,Government Officials,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
false,Democrat,0.21428571428571427,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,0.5,Business & Industry Leaders,Politics and Government,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.7806748466257669,Government Officials,Social Issues,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Other,-0.1388888888888889,Education & Non-Profit,Other,Personal and Campaign Communications,POSITIVE,OBJECTIVE
pants-fire,Republican,-1.0,Others,Other,Other,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.875,Government Officials,Social Issues,Other,POSITIVE,OBJECTIVE
true,Republican,0.4076923076923077,Government Officials,Politics and Government,Other,POSITIVE,SUBJECTIVE
mostly-true,Independent,0.956989247311828,Government Officials,Environment and Energy,Broadcast Media,NEGATIVE,SUBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Social Issues,Public Speaking,POSITIVE,OBJECTIVE
half-true,Republican,1.5,Others,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.1267123287671233,Government Officials,Other,Legislative and Official Proceedings,POSITIVE,SUBJECTIVE
pants-fire,Other,-2.5,Education & Non-Profit,Social Issues,Print and Online Publications,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.35714285714285715,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Business & Industry Leaders,Economy and Finance,Print and Online Publications,NEGATIVE,OBJECTIVE
half-true,Democrat,1.0,Others,Healthcare,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,-0.3333333333333333,Government Officials,Economy and Finance,Legislative and Official Proceedings,POSITIVE,OBJECTIVE
