Label,Statement,Party Affiliation,Credibility Score,Categorized Job Title,Categorized Subject,Categorized Context,Sentiment
half-true,$700 billion was robbed (from Medicare) to pay for Obamacare.,Republican,-0.030303030303030304,Others,Politics and Government,Broadcast Media,NEGATIVE
half-true,DUI arrests dropped significantly in Tampa once Uber began operating here.,Republican,1.0,Government Officials,Social Issues,Social Media and Online Platforms,NEGATIVE
barely-true,Regulations on developers have thwarted construction on county-owned land in Milwaukees downtown Park East corridor.,Republican,1.25,Government Officials,Economy and Finance,Public Speaking,NEGATIVE
mostly-true,"Marijuana today is genetically modified, with THC levels that far surpass the marijuana of the 1970s.",Democrat,0.5,Government Officials,Healthcare,Broadcast Media,POSITIVE
false,Homosexual behavior cuts your lifeby about 20 years.,Republican,-2.3333333333333335,Government Officials,Healthcare,Broadcast Media,NEGATIVE
false,"If youre from Syria and youre a Christian, you cannot come into this country as a refugee.",Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE
half-true,Student loans from the federal government issued between 2007 and 2012 are on target to produce $66 billion in profits for the United States government.,Democrat,1.5,Government Officials,Politics and Government,Public Speaking,NEGATIVE
pants-fire,Georgia could get money for schools by scraping the gold off the gold dome of the state Capitol.,Democrat,0.8571428571428571,Legal & Advocacy,Other,Public Speaking,NEGATIVE
true,Ive even cut my own salary -- twice.,Democrat,-3.0,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE
pants-fire,The 2011 Legislature did not cut Texas public school funding.,Republican,-2.5,Others,Politics and Government,Public Speaking,NEGATIVE
mostly-true,"When this campaign began, I said that weve got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said lets raise it to $12.",Independent,0.956989247311828,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
mostly-true,The economy added more jobs during four years under Obama than it did in the entire eight years under George W. Bush.,Democrat,-0.75,Education & Non-Profit,Economy and Finance,Personal and Campaign Communications,POSITIVE
true,We fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.,Democrat,1.048780487804878,Government Officials,Social Issues,Public Speaking,NEGATIVE
false,"In the weekend after the terrorist attacks in Paris, the White House said this couldnt happen in the United States. ISIS couldnt reach us here.",Other,0.13636363636363635,Media Professionals,Foreign Policy and Security,Other,NEGATIVE
mostly-true,"By 2006, the American people were overwhelmingly against the Iraq War.",Democrat,0.7330316742081447,Government Officials,Foreign Policy and Security,Other,POSITIVE
mostly-true,"As mayor, [Allan Fung] raised taxes three times.",Other,1.6666666666666667,Others,Economy and Finance,Other,POSITIVE
mostly-true,"Were importing about 10 percent of our milk supply. Were Americas Dairyland, but yet we dont have enough milk in this state to meet the demand for our cheesemakers.",Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Broadcast Media,NEGATIVE
pants-fire,"Says, regarding the presence of classified information in her email, FBI Director James Comey said my answers were truthful, and what Ive said is consistent with what I have told the American people.",Democrat,0.7330316742081447,Government Officials,Other,Broadcast Media,POSITIVE
half-true,44% of homeless people are employed.,Other,-1.0638297872340425,Media Professionals,Social Issues,Social Media and Online Platforms,NEGATIVE
half-true,"Sen. Johnny Isakson voted for a trade agreement, with China costing Georgia 93,000 jobs.",Democrat,1.0,Others,Other,Personal and Campaign Communications,NEGATIVE
barely-true,I left the city with $43 million in the bank.,Democrat,0.75,Government Officials,Other,Broadcast Media,NEGATIVE
barely-true,"Marijuana is a Schedule I drug, which you understand means that you cant do any research about it.",Democrat,0.7330316742081447,Government Officials,Healthcare,Broadcast Media,NEGATIVE
barely-true,Ive been reducing the number of Democratic Texas Senate committee chairs since I came in as lieutenant governor.,Republican,-0.19444444444444445,Government Officials,Other,Public Speaking,NEGATIVE
false,The only time government employment has gone down during a recession has been under me.,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,NEGATIVE
true,"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is (also) 10,000 words long.",Republican,-2.0,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
true,Says he cut taxes by more than $600 million when he wasgovernor.,Republican,-0.3888888888888889,Others,Politics and Government,Print and Online Publications,NEGATIVE
half-true,The health care reform law offset[s] 6 years of benefits with 10 years of tax increases.,Republican,-0.2777777777777778,Others,Healthcare,Personal and Campaign Communications,NEGATIVE
barely-true,"Dan Webster supports privatization of Social Security, deep cuts in Social Security.",Democrat,0.34523809523809523,Government Officials,Social Issues,Broadcast Media,POSITIVE
false,Says the government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road.,Republican,-0.07692307692307693,Government Officials,Other,Public Speaking,NEGATIVE
mostly-true,Says John Loughlin voted to let people accused of domestic violence keep their guns.,Democrat,0.2619047619047619,Government Officials,Law and Ethics,Broadcast Media,NEGATIVE
mostly-true,The state of Florida has seen double-digit drops in alcohol use among teens.,Other,2.0,Others,Other,Legislative and Official Proceedings,NEGATIVE
half-true,"Since Corey Stewart became chairman in November 2006, unemployment is up 150% and average home price sales are down $150,000.",Democrat,1.0,Others,Economy and Finance,Other,NEGATIVE
pants-fire,"Under Obamas plan (for welfare), you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check.",Republican,0.11363636363636363,Government Officials,Other,Personal and Campaign Communications,NEGATIVE
false,On a balanced budget amendment.,Democrat,0.8846153846153846,Government Officials,Politics and Government,Broadcast Media,POSITIVE
false,McGinty previously told a local community newspaper in her native Philadelphia that she has found an alarming undercurrent of misinformed people in the T part of the state outside of Philadelphia and Pittsburgh.,Republican,0.1875,Others,Other,Other,NEGATIVE
barely-true,"The economy, by every metric, is better than when I came into office.",Democrat,0.7441860465116279,Government Officials,Economy and Finance,Broadcast Media,POSITIVE
true,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,Democrat,0.7441860465116279,Government Officials,Social Issues,Personal and Campaign Communications,NEGATIVE
false,There have been 30 published polls in this election cycle and Harry Reids been trailing in every single one.,Republican,0.20588235294117646,Government Officials,Politics and Government,Print and Online Publications,NEGATIVE
half-true,Says Tom Barrett plans to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee.,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Broadcast Media,NEGATIVE
true,Our rainy day fund has gone from 89 cents to $240 million.,Republican,0.53125,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
false,The 2009-11 state budget that Democrats approved left Wisconsin taxpayers $3.6 billion in debt.,Republican,-2.0,Legal & Advocacy,Politics and Government,Broadcast Media,NEGATIVE
true,Says Gloria Steinem once called Kay Bailey Hutchison a female impersonator.,Other,-0.5,Media Professionals,Social Issues,Print and Online Publications,NEGATIVE
true,"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.",Republican,-0.47115384615384615,Government Officials,Other,Print and Online Publications,NEGATIVE
true,(My dad) used to campaign against the gas-guzzling dinosaurs.,Republican,0.11363636363636363,Government Officials,Environment and Energy,Broadcast Media,NEGATIVE
half-true,Says President Obama waited two weeks to call the attack in Libya terror.,Republican,0.11363636363636363,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE
false,Job creation has gotten worse each year that Scott Walker has been governor.,Democrat,0.328125,Others,Economy and Finance,Broadcast Media,NEGATIVE
true,"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits.",Democrat,0.7,Government Officials,Politics and Government,Social Media and Online Platforms,NEGATIVE
barely-true,"Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function.",Republican,-1.3214285714285714,Government Officials,Healthcare,Broadcast Media,NEGATIVE
half-true,President Clinton reduced the scale of our military dramatically.,Republican,0.11363636363636363,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE
true,We now have the greatest income inequality since the Great Depression.,Democrat,0.45454545454545453,Government Officials,Economy and Finance,Other,NEGATIVE
false,"Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy.",Republican,-0.47115384615384615,Government Officials,Foreign Policy and Security,Other,NEGATIVE
false,On abortion.,Republican,-2.5,Others,Social Issues,Broadcast Media,NEGATIVE
mostly-true,The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Personal and Campaign Communications,NEGATIVE
mostly-true,All the money the Department of Citrus has is paid for by the citrus growers. You dont save dollars by eliminating the Department of Citrus.,Republican,0.0,Government Officials,Politics and Government,Public Speaking,NEGATIVE
mostly-true,"The EPA was asked about an environmental citation for the city landfill in Nashua, N.H. but didnt know why it was cited.",Republican,-0.20833333333333334,Media Professionals,Environment and Energy,Broadcast Media,NEGATIVE
false,The government will go out and buy my breast pump for my babies.,Republican,-1.3214285714285714,Government Officials,Healthcare,Broadcast Media,NEGATIVE
pants-fire,There is a very identifiable Somali community back home in Delaware.,Democrat,0.4274193548387097,Government Officials,Social Issues,Public Speaking,POSITIVE
pants-fire,My opponent has no child care plan.,Republican,-0.7806748466257669,Government Officials,Other,Public Speaking,NEGATIVE
half-true,Says Rick Perry wrote a newspaper item saying he was open to amnesty for illegal immigrants in the United States.,Republican,0.11363636363636363,Government Officials,Social Issues,Broadcast Media,NEGATIVE
barely-true,"Says the Clinton Foundation accepted millions and millions of dollars from governments like Algeria, Saudi Arabia, Oman and the United Arab Emirates, which violated a ban on all contributions to the Foundation from foreign nations.",Republican,0.5,Government Officials,Politics and Government,Print and Online Publications,NEGATIVE
true,"Says Republican U.S. Senate candidate Ted Cruz opposes the DREAM Act, which is supported by 85% of Latinos.",Democrat,0.6666666666666666,Others,Social Issues,Other,NEGATIVE
barely-true,A bill to aid state and local governments is fully paid-for by closing costly corporate tax loopholes.,Democrat,-0.25,Others,Politics and Government,Other,POSITIVE
barely-true,Says Democratic recall opponent Shelly Moore opposes any limit on taxes.,Republican,0.5,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
true,I am a candidate. I have not withdrawn.,Republican,-0.5,Others,Politics and Government,Other,POSITIVE
false,Says President Barack Obama has not proposed one thing that would change the fact that Warren Buffett pays a lower tax rate than his secretary.,Republican,-1.3,Others,Economy and Finance,Broadcast Media,NEGATIVE
true,Says Mitt Romney had millions in a Swiss bank account.,Democrat,0.7441860465116279,Government Officials,Other,Personal and Campaign Communications,NEGATIVE
mostly-true,Most of the state budget isnt for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service.,Republican,2.0,Government Officials,Politics and Government,Public Speaking,NEGATIVE
true,The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France.,Independent,0.956989247311828,Government Officials,Healthcare,Broadcast Media,NEGATIVE
mostly-true,"According to one study, the minimum wage today is worth $2 less than in 1968.",Democrat,0.2619047619047619,Government Officials,Economy and Finance,Public Speaking,NEGATIVE
false,"For four years, we balanced the budget and paid off $405 billion in debt.",Republican,-0.20833333333333334,Media Professionals,Economy and Finance,Personal and Campaign Communications,NEGATIVE
true,Science is very certain that the measles vaccine doesnt cause autism.,Other,0.0,Media Professionals,Healthcare,Personal and Campaign Communications,NEGATIVE
half-true,We have cut taxes more than 40 times in four years.,Republican,0.4076923076923077,Government Officials,Economy and Finance,Public Speaking,NEGATIVE
true,A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.,Independent,0.956989247311828,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE
mostly-true,"After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans.",Democrat,1.6666666666666667,Education & Non-Profit,Politics and Government,Social Media and Online Platforms,NEGATIVE
false,Not a single unarmed white person has been shot by the police in New York in about 45 years.,Democrat,-2.0,Others,Social Issues,Public Speaking,NEGATIVE
barely-true,"If I had not asked for my emails all to be made public, none of this would have been in the public arena.",Democrat,0.7330316742081447,Government Officials,Other,Broadcast Media,NEGATIVE
half-true,"In the wake of hurricanes Katrina and Rita, offshore drilling ""did not cause any real difficulties.""",Republican,0.1267123287671233,Government Officials,Environment and Energy,Other,NEGATIVE
half-true,Says taxes were raised 115 times in the eight years before I became governor and those increases were part of a path that led to wealth and jobs and people leaving our state.,Republican,0.14814814814814814,Government Officials,Economy and Finance,Public Speaking,POSITIVE
true,The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud.,Republican,-2.0,Government Officials,Politics and Government,Print and Online Publications,NEGATIVE
false,"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""",Democrat,1.3333333333333333,Media Professionals,Environment and Energy,Other,NEGATIVE
true,"Electric utility FirstEnergys annual revenues are greater than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.",Democrat,0.8,Government Officials,Environment and Energy,Public Speaking,POSITIVE
half-true,"Under my predecessor, they cut funding for education, but they didnt give them anything in return to make up for that, leading to less money for school districts",Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Public Speaking,NEGATIVE
mostly-true,Taxes on groceries and medicine will rise under a plan to improve roads and rail for metro Atlanta.,Democrat,0.3,Government Officials,Other,Other,POSITIVE
barely-true,Says the unemployment rate for African-American youths is 59 percent.,Republican,-0.7806748466257669,Government Officials,Economy and Finance,Public Speaking,NEGATIVE
true,New Glarus Brewing Co.s Spotted Cow is available only in Wisconsin.,Democrat,0.328125,Others,Other,Broadcast Media,NEGATIVE
mostly-true,Says he did the very best in a recent poll in Iowa matching up each of the major Republican presidential candidates against President Barack Obama.,Republican,0.046875,Government Officials,Other,Broadcast Media,POSITIVE
half-true,Says Democratic recall opponent Mahlon Mitchell sent a letter encouraging folks to boycott more than 100 companies.,Republican,-0.5,Government Officials,Other,Broadcast Media,NEGATIVE
pants-fire,The U.S. military is at risk of losing its military superiority because our Navy is smaller than its been since 1917. Our Air Force is smaller and older than any time since 1947.,Republican,0.11363636363636363,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
false,"All legislative mail, from the content to the timing, is approved by the speakers office.",Democrat,-2.0,Legal & Advocacy,Other,Other,POSITIVE
mostly-true,The Trans-Texas Corridor is dead.,Republican,-0.07692307692307693,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
false,Seth Magaziner plans to spend billions more of your money.,Independent,0.0,Government Officials,Economy and Finance,Other,NEGATIVE
pants-fire,"President Barack Obama wants to take in 250,000 (people) from Syria.",Republican,-0.7806748466257669,Government Officials,Social Issues,Public Speaking,POSITIVE
true,Virginias educational level among whites is higher than Georgias.,Other,2.0,Others,Politics and Government,Print and Online Publications,POSITIVE
false,On allowing Shelby Countys schools merger commission to finish work before allowing any new merger legislation.,Republican,-0.5,Government Officials,Other,Other,NEGATIVE
barely-true,[Hillary Clinton]s not trusted -- virtually at all.,Republican,-0.16666666666666666,Government Officials,Politics and Government,Public Speaking,NEGATIVE
barely-true,A proposed U.S. Labor Department rule for children working on farms would even ban youth from operating a battery-powered screwdriver or a pressurized garden hose.,Republican,1.25,Government Officials,Other,Other,NEGATIVE
pants-fire,Says the headlines tell the story of how Walker has mismanaged Milwaukee County,Democrat,0.0,Government Officials,Other,Personal and Campaign Communications,POSITIVE
barely-true,8 Syrians caught at Texas border in Laredo.,Republican,0.13636363636363635,Government Officials,Foreign Policy and Security,Social Media and Online Platforms,NEGATIVE
false,"Every other democracy in the world has a health care system that covers everybody, and we don't.",Democrat,-0.3125,Education & Non-Profit,Healthcare,Public Speaking,NEGATIVE
mostly-true,The U.S. has the highest unintended pregnancy rate of any Western industrialized country.,Democrat,1.5,Government Officials,Social Issues,Broadcast Media,NEGATIVE
half-true,Bill White used D.C. connections from his job in the Clinton administration to form a company that did business in the Middle East and defaulted on a $60 million loan.,Republican,-0.07692307692307693,Government Officials,Social Issues,Social Media and Online Platforms,NEGATIVE
barely-true,I do provide universal health care.,Democrat,0.7441860465116279,Government Officials,Healthcare,Other,POSITIVE
false,"On the last night of the General Assembly, by 11 oclock 95 to 98 percent of the business was done. So we really didnt have that late-night session. We were just holding on one bill.",Democrat,-2.0,Government Officials,Other,Broadcast Media,NEGATIVE
pants-fire,Says she was misquoted and didnt say that the Israeli ambassador said what the Republicans are doing is dangerous for Israel.,Democrat,0.34523809523809523,Government Officials,Foreign Policy and Security,Other,NEGATIVE
mostly-true,"Says his promise of 250,000 new private sector jobs was a big goal.",Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Personal and Campaign Communications,POSITIVE
false,Says Donald Trump always pays his bills promptly.,Republican,-2.0,Business & Industry Leaders,Other,Public Speaking,POSITIVE
true,One would have to go back more than a century to find a scenario where a presidents nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year.,Republican,-2.0,Government Officials,Law and Ethics,Personal and Campaign Communications,NEGATIVE
pants-fire,"Promotes a chart saying that Barack Obama has increased the debt by 16 percent, compared to George W. Bush, who increased it by 115 percent.",Democrat,-0.25,Others,Politics and Government,Other,NEGATIVE
half-true,Says Hillary Clinton went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russias nuclear stockpile.,Democrat,1.048780487804878,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE
half-true,"America has lost nearlyone third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.",Republican,-0.7806748466257669,Government Officials,Other,Public Speaking,NEGATIVE
false,"Says Rick Perry and the Republican-controlled Texas Legislature managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session, reducing their abilities to fight recent wildfires.",Democrat,-0.75,Media Professionals,Politics and Government,Broadcast Media,NEGATIVE
half-true,Says Mitt Romneys plan calls for a $5 trillion tax cut.,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
half-true,Louisianas film incentives program is so big they actually shot an upcoming film initially titled Dont Mess With Texas in New Orleans!,Other,1.0,Education & Non-Profit,Politics and Government,Print and Online Publications,NEGATIVE
true,"Says Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother.",Democrat,0.0,Government Officials,Social Issues,Personal and Campaign Communications,NEGATIVE
mostly-true,Theres going to be a slowdown and delays in flights as a result of the sequester.,Republican,0.3333333333333333,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
true,Virginia now is the number one exporter of (agricultural) products to Cuba. We have now jumped to number one.,Democrat,-0.36,Government Officials,Economy and Finance,Broadcast Media,POSITIVE
half-true,"McCain economic adviser Phil Gramm is ""the architect of some of the deregulation in Washington that helped cause the mess on Wall Street.""",Democrat,0.7441860465116279,Government Officials,Economy and Finance,Other,NEGATIVE
mostly-true,There are more members of the U.S. Senate than the number of WI families who would benefit from GOP estate tax break.,Democrat,0.35714285714285715,Government Officials,Economy and Finance,Social Media and Online Platforms,NEGATIVE
mostly-true,New Jersey has the second highest rate of institutionalization of people with developmental disabilities in America. Only Texas puts more of its citizens -- confines more of its citizens -- to institutions than New Jersey.,Republican,0.14814814814814814,Government Officials,Healthcare,Public Speaking,NEGATIVE
barely-true,The spillover violence (from Mexico) in Texas is real and it is escalating.,Republican,0.20588235294117646,Government Officials,Social Issues,Personal and Campaign Communications,POSITIVE
barely-true,"Says of Mitch McConnell,What can happen in 30 years? A senator can become a multi-millionaire in public office.",Democrat,0.25,Government Officials,Politics and Government,Personal and Campaign Communications,POSITIVE
half-true,"Since taking office, President Obama has signed into law spending increases of nearly 25 percent for domestic government agencies, an 84 percent increase when you include the failed stimulus.",Republican,0.6228070175438597,Government Officials,Politics and Government,Public Speaking,POSITIVE
false,Paula Deen supported and campaigned for Barack Obama.,Other,-1.375,Media Professionals,Other,Print and Online Publications,POSITIVE
true,"In Virginia, Medicaid has grown by 1,600 percent in the last 30 years.",Republican,-3.0,Government Officials,Healthcare,Print and Online Publications,POSITIVE
mostly-true,Russia and China absolutely said clearly they would not keep economic sanctions on Iran if the United States walked away from the deal.,Other,0.0,Media Professionals,Foreign Policy and Security,Broadcast Media,NEGATIVE
mostly-true,Says Mitt Romneys plan rolls back regulations on banks.,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE
false,"If Austin voters reject Proposition 1, a completely new City-run criminal background check process will cost millions in processing fees, additional staff, and bureaucracy with taxpayers getting the bill.",Other,-2.0,Others,Politics and Government,Personal and Campaign Communications,NEGATIVE
half-true,"In the states that allow open carry, violent crime was 23 percentlower.",Republican,0.3333333333333333,Government Officials,Social Issues,Public Speaking,NEGATIVE
half-true,"Says76 percent of all voters in the United States say they want Johnson-Weld, by name, in the presidential debates.",Republican,1.0,Government Officials,Other,Legislative and Official Proceedings,POSITIVE
barely-true,"Many of (Hillary Clintons) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction.",Republican,-0.7806748466257669,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
barely-true,"Says, Carl proposed a windfall tax on real estate development when he was a Metro Councilor.",Republican,-0.16666666666666666,Others,Economy and Finance,Personal and Campaign Communications,NEGATIVE
mostly-true,Says 93 percent of blacks in America are killed by other blacks.,Republican,-0.0625,Legal & Advocacy,Social Issues,Broadcast Media,NEGATIVE
half-true,"We live in ""a time of historically low violent crime rates and historically high gun ownership rates nationally.""",Republican,0.13636363636363635,Others,Other,Print and Online Publications,NEGATIVE
false,Bill Nelson voted for higher taxes 150 times.,Republican,-0.045454545454545456,Government Officials,Economy and Finance,Broadcast Media,POSITIVE
barely-true,Charges on the Republican Party of Florida credit card were made with my money.,Republican,0.43023255813953487,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
pants-fire,A Scott Rothstein victim says that he was swindled by Charlie Crist.,Republican,0.4076923076923077,Government Officials,Social Issues,Personal and Campaign Communications,NEGATIVE
true,We have the fourth highest in-state tuition for public universities in the country.,Democrat,0.7222222222222222,Government Officials,Other,Public Speaking,NEGATIVE
half-true,Says Scott Bruun supports allowing corporations to secretly funnel millions of dollars to front groups to finance attack ads.,Democrat,1.3,Government Officials,Other,Personal and Campaign Communications,POSITIVE
mostly-true,The president said he was going to create daylight between ourselves and Israel.,Republican,0.11363636363636363,Government Officials,Foreign Policy and Security,Broadcast Media,POSITIVE
false,Says Debo Adegbile was nominated to serve as a judge on the U.S. Circuit Court of Appeals and was abruptly withdrawn by the administration.,Republican,0.1875,Others,Law and Ethics,Print and Online Publications,NEGATIVE
true,"Says Paul Workman voted in the Democrat primary, supporting Democrats with his vote.",Republican,-2.0,Legal & Advocacy,Politics and Government,Broadcast Media,POSITIVE
half-true,Says Donald Trump has said he wants to be neutral on Israel and the Palestinians,Republican,-0.17117117117117117,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE
mostly-true,"In April, Sen. McCain came out against helping women earn equal pay for equal work.",Democrat,0.7441860465116279,Government Officials,Law and Ethics,Personal and Campaign Communications,NEGATIVE
half-true,"Says Fort Hood near Killeen, Texas, is the largest military installation in the free world.",Republican,0.20588235294117646,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,POSITIVE
true,"As attorney general, I have prosecuted judges, district attorneys and other public officials across Texas who violated that (public) trust, who have been corrupted.",Republican,0.13636363636363635,Government Officials,Politics and Government,Print and Online Publications,POSITIVE
true,Forty-seven percent of Americans pay no income tax.,Republican,0.11363636363636363,Government Officials,Economy and Finance,Public Speaking,POSITIVE
pants-fire,Says Ted Cruzs father was with Lee Harvey Oswald before the assassination of President John F. Kennedy.,Republican,-0.7806748466257669,Government Officials,Other,Broadcast Media,NEGATIVE
barely-true,"Because of Democratic tax hikes, New Jersey ended a decade with fewer private sector jobs for the first time in recorded history.",Republican,1.25,Government Officials,Economy and Finance,Other,NEGATIVE
false,Says Mitt Romney would deny gay people the right to adopt children.,Democrat,0.7441860465116279,Government Officials,Other,Social Media and Online Platforms,NEGATIVE
false,"In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.",Other,0.0,Government Officials,Economy and Finance,Other,NEGATIVE
false,On protecting Social Security benefits and changing the retirement age.,Republican,-0.5,Government Officials,Social Issues,Personal and Campaign Communications,POSITIVE
barely-true,Says his tax and fee cuts will save households $540 over two years.,Republican,0.4076923076923077,Government Officials,Politics and Government,Other,NEGATIVE
half-true,"Americans bought into climate change in 2004-06, but then most began wandering away from this issue.",Other,0.13636363636363635,Media Professionals,Environment and Energy,Personal and Campaign Communications,NEGATIVE
half-true,"Already, the Affordable Care Act is helping to slow the growth of (Medicares) health care costs.",Democrat,0.7441860465116279,Government Officials,Politics and Government,Public Speaking,NEGATIVE
mostly-true,Mt. Hood Community College is No. 1 on average and top faculty pay and benefits.,Other,2.0,Others,Other,Social Media and Online Platforms,POSITIVE
half-true,"The health care bills will be mandated spending. You cant cut it, regardless of the budget circumstances.",Other,-1.0405405405405406,Media Professionals,Politics and Government,Broadcast Media,NEGATIVE
barely-true,"If the U.S. stops adding to the Strategic Petroleum Reserve, it ""will lessen worldwide demand for oil"" and reduce prices.",Republican,0.1267123287671233,Government Officials,Environment and Energy,Public Speaking,NEGATIVE
half-true,Every survey shows strong satisfaction with private coverage.,Other,1.0,Business & Industry Leaders,Healthcare,Other,POSITIVE
mostly-true,"Says 600,000 to 700,000 government workers have been laid off in the last year and a half",Democrat,0.5454545454545454,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
barely-true,"I cast the deciding vote extending Medicaid health care coverage to 50,000 of our fellow citizens,",Democrat,0.5,Business & Industry Leaders,Healthcare,Broadcast Media,POSITIVE
barely-true,"McCain ""voted to cut education funding, against accountability standards. He even proposed abolishing the Department of Education.""",Democrat,0.7441860465116279,Government Officials,Other,Personal and Campaign Communications,NEGATIVE
false,"New Jersey alone, my home state, is facing a ten-and-a-half billion dollar shortfall in its 2012 fiscal budget. This means more cuts in state and local spending for education, which means our kids are hurt.",Democrat,0.1875,Government Officials,Politics and Government,Public Speaking,NEGATIVE
false,"Says that as president, Barack Obama has not gone to the Texas-Mexico border",Republican,0.06666666666666667,Business & Industry Leaders,Foreign Policy and Security,Broadcast Media,POSITIVE
mostly-true,"Today, the deficit is below the average deficits over the past 40 years.",Democrat,0.7441860465116279,Government Officials,Other,Public Speaking,NEGATIVE
false,Says approximately 70 percent of jobs created in the United States in November 2007-2008 were in Texas.,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Other,POSITIVE
barely-true,Were not allowed to read it (the Trans-Pacific Partnership) before representatives vote on it.,Democrat,0.9722222222222222,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE
true,Our average private sector employee pays 23 percent for their health care. Our average city worker in Ohio pays 9 percent.,Republican,0.53125,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE
mostly-true,Says Republicans have declared that theyre going to convert the Medicare program into a voucher program.,Democrat,1.25,Government Officials,Politics and Government,Broadcast Media,NEGATIVE
false,A recent report from the presidents deficit commission was completely empty on controlling health care costs.,Other,0.7777777777777778,Media Professionals,Politics and Government,Other,NEGATIVE
false,"New financial regulation ""actually guarantees future bailouts of Wall Street banks.""",Republican,0.42,Others,Economy and Finance,Public Speaking,POSITIVE
barely-true,Congress is on a five-week vacation.,Republican,-0.07692307692307693,Government Officials,Politics and Government,Public Speaking,POSITIVE
barely-true,The American people dont want us to raise taxes.,Republican,-0.47115384615384615,Government Officials,Economy and Finance,Public Speaking,NEGATIVE
mostly-true,Says U.S.-Mexico border has 1 million legal border crossings each and every day.,Republican,-0.7806748466257669,Government Officials,Social Issues,Public Speaking,POSITIVE
half-true,"Driving with a dog in your lap is dangerous, in part, because it could fly forward in a crash. An 80-pound dog at only 30 mph packs a 2,400-pound punch.",Democrat,0.1,Government Officials,Other,Other,NEGATIVE
